6.682582080000000133e+03 9.984019971391147052e+00
6.682760932799999864e+03 9.544232002737823350e+00
6.682939785599999595e+03 9.939139866298216219e+00
6.683118638400000236e+03 9.761847963326598432e+00
6.683297491199999968e+03 9.810430493335351443e+00
6.683476343999999699e+03 9.931948309826481136e+00
6.683655196800000340e+03 1.063608908807256270e+01
6.683834049600000071e+03 1.000519013933395129e+01
6.684012902399999803e+03 1.065369442824201940e+01
6.684191755200000443e+03 1.023711563574787853e+01
6.684370608000000175e+03 9.791174259610162522e+00
6.684549460799999906e+03 1.020791798922478577e+01
6.684728313599999638e+03 1.029479699164253148e+01
6.684907166400000278e+03 9.709796665539215610e+00
6.685086019200000010e+03 1.021757119203545550e+01
6.685264871999999741e+03 1.040120190188127935e+01
6.685443724800000382e+03 1.048705995167708238e+01
6.685622577600000113e+03 9.553320012818256046e+00
6.685801430399999845e+03 1.039257199698532830e+01
6.685980283200000486e+03 9.806348108107732386e+00
6.686159136000000217e+03 1.080269451291235150e+01
6.686337988799999948e+03 1.076904108887720390e+01
6.686516841600000589e+03 9.962563243875065311e+00
6.686695694399999411e+03 9.475268428713832236e+00
6.686874547200000052e+03 9.759948325559527404e+00
6.687053399999999783e+03 9.734029662669922089e+00
6.687232252799999515e+03 9.428467527067560638e+00
6.687411105600000155e+03 8.938947110457277745e+00
6.687589958399999887e+03 1.025049414646803392e+01
6.687768811199999618e+03 1.012929353109060138e+01
6.687947664000000259e+03 9.535565552105140341e+00
6.688126516799999990e+03 1.031727910148733685e+01
6.688305369599999722e+03 9.596551269556686137e+00
6.688484222400000363e+03 1.005528039530541484e+01
6.688663075199999184e+03 9.939145320804815498e+00
6.688841927999999825e+03 1.026589393333584077e+01
6.689020780800000466e+03 1.057939587571264006e+01
6.689199633599999288e+03 9.953768962088432204e+00
6.689378486399999929e+03 1.027532391953075752e+01
6.689557339200000570e+03 1.015036227241797917e+01
6.689736191999999392e+03 9.902938268369460673e+00
6.689915044800000032e+03 1.007211043578602983e+01
6.690093897599999764e+03 1.026750990003377595e+01
6.690272750399999495e+03 1.014005906907271104e+01
6.690451603200000136e+03 1.039290871789076220e+01
6.690630455999999867e+03 1.007025779665581133e+01
6.690809308799999599e+03 1.035802695937599083e+01
6.690988161600000240e+03 9.792953369503743843e+00
6.691167014399999971e+03 9.929233475194640945e+00
6.691345867199999702e+03 1.029084831707464964e+01
6.691524720000000343e+03 1.030889145068982771e+01
6.691703572800000074e+03 9.659324397666265938e+00
6.691882425599999806e+03 9.847181811151402897e+00
6.692061278399999537e+03 9.303158731111629720e+00
6.692240131200000178e+03 1.021589105988400092e+01
6.692418983999999909e+03 9.488084838441219304e+00
6.692597836799999641e+03 9.823737331663382477e+00
6.692776689600000282e+03 1.029511546552580370e+01
6.692955542400000013e+03 1.007151707538215746e+01
6.693134395199999744e+03 9.814413198762473201e+00
6.693313248000000385e+03 1.012928285345649471e+01
6.693492100800000117e+03 9.807440096655126283e+00
6.693670953599999848e+03 1.051096568619243854e+01
6.693849806400000489e+03 1.009148054586262511e+01
6.694028659199999311e+03 1.051778636543458312e+01
6.694207511999999952e+03 9.777971920320490895e+00
6.694386364800000592e+03 9.948007015970167899e+00
6.694565217599999414e+03 1.080481405136227480e+01
6.694744070400000055e+03 1.088997707331765596e+01
6.694922923200000696e+03 1.031285705159623411e+01
6.695101775999999518e+03 1.028509607855669117e+01
6.695280628800000159e+03 9.660771180094776867e+00
6.695459481599999890e+03 9.761689513706484078e+00
6.695638334399999621e+03 1.050294706789275700e+01
6.695817187200000262e+03 9.940613275677435468e+00
6.695996039999999994e+03 1.067932242704418044e+01
6.696174892799999725e+03 1.027306722138826345e+01
6.696353745600000366e+03 1.005403893906303026e+01
6.696532598399999188e+03 1.019808883640029329e+01
6.696711451199999829e+03 1.056786774503022031e+01
6.696890304000000469e+03 1.053281184122140246e+01
6.697069156799999291e+03 1.044196236572468806e+01
6.697248009599999932e+03 1.047835203512400781e+01
6.697426862399999663e+03 1.019405978345331398e+01
6.697605715199999395e+03 9.634160768256789353e+00
6.697784568000000036e+03 9.757926004696964029e+00
6.697963420799999767e+03 9.994016549549538553e+00
6.698142273599999498e+03 1.076618141537563034e+01
6.698321126400000139e+03 9.829357890963775546e+00
6.698499979199999871e+03 1.042806588127974798e+01
6.698678831999999602e+03 9.478943822727810442e+00
6.698857684800000243e+03 9.641981646103849002e+00
6.699036537599999974e+03 1.068074769378602618e+01
6.699215390399999706e+03 1.023869874244862466e+01
6.699394243199999437e+03 1.042504945063939559e+01
6.699573096000000078e+03 9.576829015266330458e+00
6.699751948799999809e+03 1.022217541317398037e+01
6.699930801599999540e+03 9.813599137313399723e+00
6.700109654400000181e+03 9.934285014372777667e+00
6.700288507199999913e+03 1.067577826275441311e+01
6.700467359999999644e+03 1.016296228242883615e+01
6.700646212800000285e+03 1.043184200689093721e+01
6.700825065600000016e+03 1.100089396884857429e+01
6.701003918399999748e+03 1.016746340564050222e+01
6.701182771200000388e+03 1.125544216218068883e+01
6.701361623999999210e+03 1.036229673199421697e+01
6.701540476799999851e+03 1.034161947478499499e+01
6.701719329600000492e+03 1.106467572160427615e+01
6.701898182399999314e+03 1.149886509166240778e+01
6.702077035199999955e+03 1.162540123594611963e+01
6.702255888000000596e+03 1.238440856744355756e+01
6.702434740799999418e+03 1.206534074377392862e+01
6.702613593600000058e+03 1.203050217485925266e+01
6.702792446399999790e+03 1.300518603092000802e+01
6.702971299199999521e+03 1.367589982199038623e+01
6.703150152000000162e+03 1.424326390594578129e+01
6.703329004799999893e+03 1.532533254884121199e+01
6.703507857599999625e+03 1.615102660776362598e+01
6.703686710400000266e+03 1.680433226445856221e+01
6.703865563199999997e+03 1.854196102637350307e+01
6.704044415999999728e+03 1.860369846635346747e+01
6.704223268800000369e+03 1.985466908748314907e+01
6.704402121600000100e+03 2.093283510499596289e+01
6.704580974399999832e+03 2.117067149693410855e+01
6.704759827199999563e+03 2.273247063375392685e+01
6.704938679999999295e+03 2.390904897314477040e+01
6.705117532799999935e+03 2.476243111516938455e+01
6.705296385599999667e+03 2.582476403820901467e+01
6.705475238399999398e+03 2.718097023070206220e+01
6.705654091200000039e+03 2.819140578181502121e+01
6.705832943999999770e+03 2.920008752328319801e+01
6.706011796799999502e+03 2.996618393132381897e+01
6.706190649600000143e+03 3.032203696459212594e+01
6.706369502399999874e+03 3.103491497098601570e+01
6.706548355199999605e+03 3.131244240441971627e+01
6.706727207999999337e+03 3.236474926722349466e+01
6.706906060799999977e+03 3.261371111155744273e+01
6.707084913599999709e+03 3.274589217999268698e+01
